Date,Total Load [MW],Forecast Total Load [MW],Bidding Zone
31/12/2022 12:15:00,"27494,00","29089,00",Italy
31/12/2022 12:00:00,"27503,00","29113,00",Italy
31/12/2022 11:45:00,"27081,00","29041,00",Italy
31/12/2022 11:30:00,"27122,00","29150,00",Italy
31/12/2022 11:15:00,"27275,00","29290,00",Italy
31/12/2022 11:00:00,"27776,00","29533,00",Italy
31/12/2022 10:45:00,"27580,00","29482,00",Italy
31/12/2022 10:30:00,"27612,00","29466,00",Italy
31/12/2022 10:15:00,"27680,00","29430,00",Italy
31/12/2022 10:00:00,"28030,00","29387,00",Italy
31/12/2022 09:45:00,"27828,00","29055,00",Italy
31/12/2022 09:30:00,"27841,00","28797,00",Italy
31/12/2022 09:15:00,"27722,00","28385,00",Italy
31/12/2022 09:00:00,"27571,00","27921,00",Italy
31/12/2022 08:45:00,"26638,00","27198,00",Italy
31/12/2022 08:30:00,"26026,00","26612,00",Italy
31/12/2022 08:15:00,"25322,00","26078,00",Italy
31/12/2022 08:00:00,"24747,00","25587,00",Italy
31/12/2022 07:45:00,"24029,00","25137,00",Italy
31/12/2022 07:30:00,"23770,00","24718,00",Italy
31/12/2022 07:15:00,"23410,00","24249,00",Italy
31/12/2022 07:00:00,"22961,00","23727,00",Italy
31/12/2022 06:45:00,"22115,00","23113,00",Italy
31/12/2022 06:30:00,"21598,00","22518,00",Italy
31/12/2022 06:15:00,"21103,00","21922,00",Italy
31/12/2022 06:00:00,"20637,00","21351,00",Italy
31/12/2022 05:45:00,"19909,00","20863,00",Italy
31/12/2022 05:30:00,"19579,00","20447,00",Italy
31/12/2022 05:15:00,"19311,00","20145,00",Italy
31/12/2022 05:00:00,"19089,00","19923,00",Italy
31/12/2022 04:45:00,"18628,00","19727,00",Italy
31/12/2022 04:30:00,"18530,00","19626,00",Italy
31/12/2022 04:15:00,"18505,00","19564,00",Italy
31/12/2022 04:00:00,"18476,00","19525,00",Italy
31/12/2022 03:45:00,"18371,00","19497,00",Italy
31/12/2022 03:30:00,"18386,00","19518,00",Italy
31/12/2022 03:15:00,"18449,00","19574,00",Italy
31/12/2022 03:00:00,"18539,00","19686,00",Italy
31/12/2022 02:45:00,"18544,00","19795,00",Italy
31/12/2022 02:30:00,"18666,00","19966,00",Italy
31/12/2022 02:15:00,"18818,00","20191,00",Italy
31/12/2022 02:00:00,"19004,00","20449,00",Italy
31/12/2022 01:45:00,"19157,00","20712,00",Italy
31/12/2022 01:30:00,"19477,00","21038,00",Italy
31/12/2022 01:15:00,"19707,00","21314,00",Italy
31/12/2022 01:00:00,"20029,00","21587,00",Italy
31/12/2022 00:45:00,"20328,00","21807,00",Italy
31/12/2022 00:30:00,"20741,00","22101,00",Italy
31/12/2022 00:15:00,"21253,00","22427,00",Italy
31/12/2022 00:00:00,"21842,00","23109,00",Italy
30/12/2022 23:45:00,"22421,00","23615,00",Italy
30/12/2022 23:30:00,"23099,00","24196,00",Italy
30/12/2022 23:15:00,"23803,00","24832,00",Italy
30/12/2022 23:00:00,"24441,00","25505,00",Italy
30/12/2022 22:45:00,"25139,00","26192,00",Italy
30/12/2022 22:30:00,"25967,00","26950,00",Italy
30/12/2022 22:15:00,"26596,00","27681,00",Italy
30/12/2022 22:00:00,"27317,00","28407,00",Italy
30/12/2022 21:45:00,"28110,00","29060,00",Italy
30/12/2022 21:30:00,"28784,00","29755,00",Italy
30/12/2022 21:15:00,"29421,00","30393,00",Italy
30/12/2022 21:00:00,"30032,00","30974,00",Italy
30/12/2022 20:45:00,"31031,00","31455,00",Italy
30/12/2022 20:30:00,"31770,00","31983,00",Italy
30/12/2022 20:15:00,"32523,00","32539,00",Italy
30/12/2022 20:00:00,"33162,00","33047,00",Italy
30/12/2022 19:45:00,"33717,00","33414,00",Italy
30/12/2022 19:30:00,"34119,00","33713,00",Italy
30/12/2022 19:15:00,"34481,00","33863,00",Italy
30/12/2022 19:00:00,"34553,00","33905,00",Italy
30/12/2022 18:45:00,"34653,00","33926,00",Italy
30/12/2022 18:30:00,"34597,00","33974,00",Italy
30/12/2022 18:15:00,"34560,00","34072,00",Italy
30/12/2022 18:00:00,"34547,00","34168,00",Italy
30/12/2022 17:45:00,"34500,00","34145,00",Italy
30/12/2022 17:30:00,"34422,00","33952,00",Italy
30/12/2022 17:15:00,"34271,00","33536,00",Italy
30/12/2022 17:00:00,"33863,00","32930,00",Italy
30/12/2022 16:45:00,"32869,00","32258,00",Italy
30/12/2022 16:30:00,"32013,00","31587,00",Italy
30/12/2022 16:15:00,"31535,00","31068,00",Italy
30/12/2022 16:00:00,"31354,00","30676,00",Italy
30/12/2022 15:45:00,"30824,00","30476,00",Italy
30/12/2022 15:30:00,"30704,00","30345,00",Italy
30/12/2022 15:15:00,"30619,00","30331,00",Italy
30/12/2022 15:00:00,"30615,00","30469,00",Italy
30/12/2022 14:45:00,"30090,00","30451,00",Italy
30/12/2022 14:30:00,"29992,00","30498,00",Italy
30/12/2022 14:15:00,"30036,00","30578,00",Italy
30/12/2022 14:00:00,"30113,00","30690,00",Italy
30/12/2022 13:45:00,"29610,00","30565,00",Italy
30/12/2022 13:30:00,"29479,00","30599,00",Italy
30/12/2022 13:15:00,"29256,00","30618,00",Italy
30/12/2022 13:00:00,"29729,00","30843,00",Italy
30/12/2022 12:45:00,"29709,00","30927,00",Italy
30/12/2022 12:30:00,"30248,00","31173,00",Italy
30/12/2022 12:15:00,"30399,00","31344,00",Italy
30/12/2022 12:00:00,"31690,00","31817,00",Italy
30/12/2022 11:45:00,"31717,00","31878,00",Italy
30/12/2022 11:30:00,"31857,00","32061,00",Italy
30/12/2022 11:15:00,"31945,00","32262,00",Italy
30/12/2022 11:00:00,"32590,00","32659,00",Italy
30/12/2022 10:45:00,"32421,00","32687,00",Italy
30/12/2022 10:30:00,"32414,00","32860,00",Italy
30/12/2022 10:15:00,"32510,00","33019,00",Italy
30/12/2022 10:00:00,"32856,00","33254,00",Italy
30/12/2022 09:45:00,"33116,00","33271,00",Italy
30/12/2022 09:30:00,"32828,00","33114,00",Italy
30/12/2022 09:15:00,"32596,00","32836,00",Italy
30/12/2022 09:00:00,"32407,00","32446,00",Italy
30/12/2022 08:45:00,"31784,00","31802,00",Italy
30/12/2022 08:30:00,"31039,00","31108,00",Italy
30/12/2022 08:15:00,"30227,00","30398,00",Italy
30/12/2022 08:00:00,"29456,00","29670,00",Italy
30/12/2022 07:45:00,"28267,00","28921,00",Italy
30/12/2022 07:30:00,"27668,00","28097,00",Italy
30/12/2022 07:15:00,"26909,00","27240,00",Italy
30/12/2022 07:00:00,"26036,00","26289,00",Italy
30/12/2022 06:45:00,"24672,00","25332,00",Italy
30/12/2022 06:30:00,"23861,00","24363,00",Italy
30/12/2022 06:15:00,"23067,00","23443,00",Italy
30/12/2022 06:00:00,"22309,00","22604,00",Italy
30/12/2022 05:45:00,"21163,00","21886,00",Italy
30/12/2022 05:30:00,"20616,00","21245,00",Italy
30/12/2022 05:15:00,"20212,00","20730,00",Italy
30/12/2022 05:00:00,"19927,00","20362,00",Italy
30/12/2022 04:45:00,"19404,00","20102,00",Italy
30/12/2022 04:30:00,"19213,00","19939,00",Italy
30/12/2022 04:15:00,"19113,00","19886,00",Italy
30/12/2022 04:00:00,"19041,00","19909,00",Italy
30/12/2022 03:45:00,"18872,00","19935,00",Italy
30/12/2022 03:30:00,"18863,00","20009,00",Italy
30/12/2022 03:15:00,"18888,00","20084,00",Italy
30/12/2022 03:00:00,"19012,00","20176,00",Italy
30/12/2022 02:45:00,"19015,00","20248,00",Italy
30/12/2022 02:30:00,"19134,00","20356,00",Italy
30/12/2022 02:15:00,"19286,00","20488,00",Italy
30/12/2022 02:00:00,"19460,00","20662,00",Italy
30/12/2022 01:45:00,"19589,00","20847,00",Italy
30/12/2022 01:30:00,"19808,00","21142,00",Italy
30/12/2022 01:15:00,"20073,00","21486,00",Italy
30/12/2022 01:00:00,"20397,00","21886,00",Italy
30/12/2022 00:45:00,"20663,00","22233,00",Italy
30/12/2022 00:30:00,"21092,00","22694,00",Italy
30/12/2022 00:15:00,"21633,00","23211,00",Italy
30/12/2022 00:00:00,"22282,00","23439,00",Italy
29/12/2022 23:45:00,"23019,00","23879,00",Italy
29/12/2022 23:30:00,"23680,00","24397,00",Italy
29/12/2022 23:15:00,"24321,00","25006,00",Italy
29/12/2022 23:00:00,"24999,00","25714,00",Italy
29/12/2022 22:45:00,"25768,00","26468,00",Italy
29/12/2022 22:30:00,"26561,00","27327,00",Italy
29/12/2022 22:15:00,"27181,00","28141,00",Italy
29/12/2022 22:00:00,"27961,00","28997,00",Italy
29/12/2022 21:45:00,"29072,00","29851,00",Italy
29/12/2022 21:30:00,"29929,00","30636,00",Italy
29/12/2022 21:15:00,"30585,00","31360,00",Italy
29/12/2022 21:00:00,"31265,00","32044,00",Italy
29/12/2022 20:45:00,"32012,00","32666,00",Italy
29/12/2022 20:30:00,"32667,00","33358,00",Italy
29/12/2022 20:15:00,"33220,00","34037,00",Italy
29/12/2022 20:00:00,"33901,00","34683,00",Italy
29/12/2022 19:45:00,"34728,00","35159,00",Italy
29/12/2022 19:30:00,"35200,00","35538,00",Italy
29/12/2022 19:15:00,"35602,00","35707,00",Italy
29/12/2022 19:00:00,"35709,00","35699,00",Italy
29/12/2022 18:45:00,"35729,00","35600,00",Italy
29/12/2022 18:30:00,"35614,00","35558,00",Italy
29/12/2022 18:15:00,"35625,00","35621,00",Italy
29/12/2022 18:00:00,"35656,00","35703,00",Italy
29/12/2022 17:45:00,"35767,00","35701,00",Italy
29/12/2022 17:30:00,"35818,00","35491,00",Italy
29/12/2022 17:15:00,"35825,00","35022,00",Italy
29/12/2022 17:00:00,"35504,00","34377,00",Italy
29/12/2022 16:45:00,"34574,00","33724,00",Italy
29/12/2022 16:30:00,"33670,00","33131,00",Italy
29/12/2022 16:15:00,"33184,00","32811,00",Italy
29/12/2022 16:00:00,"32875,00","32733,00",Italy
29/12/2022 15:45:00,"32301,00","32832,00",Italy
29/12/2022 15:30:00,"32245,00","32957,00",Italy
29/12/2022 15:15:00,"32217,00","33072,00",Italy
29/12/2022 15:00:00,"32202,00","33153,00",Italy
29/12/2022 14:45:00,"32028,00","33107,00",Italy
29/12/2022 14:30:00,"32467,00","33153,00",Italy
29/12/2022 14:15:00,"32150,00","32856,00",Italy
29/12/2022 14:00:00,"32337,00","32710,00",Italy
29/12/2022 13:45:00,"31757,00","32316,00",Italy
29/12/2022 13:30:00,"31498,00","32089,00",Italy
29/12/2022 13:15:00,"31523,00","32180,00",Italy
29/12/2022 13:00:00,"31631,00","32449,00",Italy
29/12/2022 12:45:00,"31236,00","32493,00",Italy
29/12/2022 12:30:00,"31511,00","32867,00",Italy
29/12/2022 12:15:00,"32119,00","33336,00",Italy
29/12/2022 12:00:00,"32527,00","33774,00",Italy
29/12/2022 11:45:00,"33008,00","34163,00",Italy
29/12/2022 11:30:00,"32960,00","34367,00",Italy
29/12/2022 11:15:00,"32864,00","34568,00",Italy
29/12/2022 11:00:00,"32805,00","34719,00",Italy
29/12/2022 10:45:00,"32949,00","34920,00",Italy
29/12/2022 10:30:00,"33249,00","35113,00",Italy
29/12/2022 10:15:00,"33694,00","35313,00",Italy
29/12/2022 10:00:00,"34135,00","35435,00",Italy
29/12/2022 09:45:00,"34296,00","35311,00",Italy
29/12/2022 09:30:00,"34207,00","35031,00",Italy
29/12/2022 09:15:00,"33979,00","34601,00",Italy
29/12/2022 09:00:00,"34087,00","34130,00",Italy
29/12/2022 08:45:00,"33330,00","33230,00",Italy
29/12/2022 08:30:00,"32732,00","32412,00",Italy
29/12/2022 08:15:00,"31936,00","31430,00",Italy
29/12/2022 08:00:00,"31065,00","30458,00",Italy
29/12/2022 07:45:00,"29769,00","29440,00",Italy
29/12/2022 07:30:00,"29019,00","28434,00",Italy
29/12/2022 07:15:00,"28202,00","27478,00",Italy
29/12/2022 07:00:00,"27371,00","26536,00",Italy
29/12/2022 06:45:00,"25836,00","25606,00",Italy
29/12/2022 06:30:00,"24909,00","24625,00",Italy
29/12/2022 06:15:00,"24081,00","23670,00",Italy
29/12/2022 06:00:00,"23190,00","22747,00",Italy
29/12/2022 05:45:00,"21784,00","21863,00",Italy
29/12/2022 05:30:00,"21094,00","21114,00",Italy
29/12/2022 05:15:00,"20605,00","20555,00",Italy
29/12/2022 05:00:00,"20223,00","20131,00",Italy
29/12/2022 04:45:00,"19625,00","19789,00",Italy
29/12/2022 04:30:00,"19425,00","19566,00",Italy
29/12/2022 04:15:00,"19297,00","19412,00",Italy
29/12/2022 04:00:00,"19234,00","19316,00",Italy
29/12/2022 03:45:00,"19128,00","19251,00",Italy
29/12/2022 03:30:00,"19139,00","19227,00",Italy
29/12/2022 03:15:00,"19157,00","19232,00",Italy
29/12/2022 03:00:00,"19261,00","19293,00",Italy
29/12/2022 02:45:00,"19266,00","19334,00",Italy
29/12/2022 02:30:00,"19392,00","19447,00",Italy
29/12/2022 02:15:00,"19539,00","19579,00",Italy
29/12/2022 02:00:00,"19705,00","19750,00",Italy
29/12/2022 01:45:00,"19866,00","19959,00",Italy
29/12/2022 01:30:00,"20062,00","20245,00",Italy
29/12/2022 01:15:00,"20306,00","20602,00",Italy
29/12/2022 01:00:00,"20674,00","21032,00",Italy
29/12/2022 00:45:00,"21138,00","21502,00",Italy
29/12/2022 00:30:00,"21632,00","22006,00",Italy
29/12/2022 00:15:00,"22124,00","22493,00",Italy
29/12/2022 00:00:00,"22761,00","23255,00",Italy
28/12/2022 23:45:00,"23458,00","23920,00",Italy
28/12/2022 23:30:00,"24118,00","24578,00",Italy
28/12/2022 23:15:00,"24884,00","25289,00",Italy
28/12/2022 23:00:00,"25617,00","26051,00",Italy
28/12/2022 22:45:00,"26407,00","26808,00",Italy
28/12/2022 22:30:00,"27253,00","27622,00",Italy
28/12/2022 22:15:00,"28003,00","28383,00",Italy
28/12/2022 22:00:00,"28761,00","29157,00",Italy
28/12/2022 21:45:00,"29724,00","29911,00",Italy
28/12/2022 21:30:00,"30563,00","30622,00",Italy
28/12/2022 21:15:00,"31286,00","31269,00",Italy
28/12/2022 21:00:00,"31969,00","31870,00",Italy
28/12/2022 20:45:00,"32750,00","32354,00",Italy
28/12/2022 20:30:00,"33375,00","33023,00",Italy
28/12/2022 20:15:00,"34028,00","33752,00",Italy
28/12/2022 20:00:00,"34619,00","34478,00",Italy
28/12/2022 19:45:00,"35427,00","35096,00",Italy
28/12/2022 19:30:00,"35902,00","35570,00",Italy
28/12/2022 19:15:00,"36299,00","35761,00",Italy
28/12/2022 19:00:00,"36441,00","35784,00",Italy
28/12/2022 18:45:00,"36435,00","35705,00",Italy
28/12/2022 18:30:00,"36362,00","35692,00",Italy
28/12/2022 18:15:00,"36377,00","35819,00",Italy
28/12/2022 18:00:00,"36329,00","35962,00",Italy
28/12/2022 17:45:00,"36600,00","36073,00",Italy
28/12/2022 17:30:00,"36704,00","35966,00",Italy
28/12/2022 17:15:00,"36607,00","35619,00",Italy
28/12/2022 17:00:00,"36208,00","35081,00",Italy
28/12/2022 16:45:00,"35126,00","34452,00",Italy
28/12/2022 16:30:00,"34232,00","33827,00",Italy
28/12/2022 16:15:00,"33786,00","33316,00",Italy
28/12/2022 16:00:00,"33675,00","33023,00",Italy
28/12/2022 15:45:00,"33201,00","32908,00",Italy
28/12/2022 15:30:00,"33261,00","32845,00",Italy
28/12/2022 15:15:00,"33311,00","32859,00",Italy
28/12/2022 15:00:00,"33585,00","33015,00",Italy
28/12/2022 14:45:00,"33342,00","33039,00",Italy
28/12/2022 14:30:00,"33431,00","33090,00",Italy
28/12/2022 14:15:00,"33246,00","32961,00",Italy
28/12/2022 14:00:00,"32779,00","32692,00",Italy
28/12/2022 13:45:00,"32488,00","32581,00",Italy
28/12/2022 13:30:00,"32172,00","32389,00",Italy
28/12/2022 13:15:00,"31941,00","32350,00",Italy
28/12/2022 13:00:00,"32540,00","32556,00",Italy
28/12/2022 12:45:00,"32525,00","32588,00",Italy
28/12/2022 12:30:00,"32911,00","32836,00",Italy
28/12/2022 12:15:00,"33240,00","33116,00",Italy
28/12/2022 12:00:00,"34216,00","33620,00",Italy
28/12/2022 11:45:00,"34308,00","33689,00",Italy
28/12/2022 11:30:00,"34281,00","33825,00",Italy
28/12/2022 11:15:00,"34410,00","34004,00",Italy
28/12/2022 11:00:00,"34761,00","34215,00",Italy
28/12/2022 10:45:00,"34716,00","34268,00",Italy
28/12/2022 10:30:00,"34938,00","34399,00",Italy
28/12/2022 10:15:00,"35017,00","34613,00",Italy
28/12/2022 10:00:00,"35515,00","34936,00",Italy
28/12/2022 09:45:00,"35286,00","34976,00",Italy
28/12/2022 09:30:00,"35259,00","34980,00",Italy
28/12/2022 09:15:00,"35068,00","34801,00",Italy
28/12/2022 09:00:00,"34812,00","34465,00",Italy
28/12/2022 08:45:00,"34156,00","33822,00",Italy
28/12/2022 08:30:00,"33373,00","33075,00",Italy
28/12/2022 08:15:00,"32374,00","32206,00",Italy
28/12/2022 08:00:00,"31471,00","31290,00",Italy
28/12/2022 07:45:00,"30071,00","30342,00",Italy
28/12/2022 07:30:00,"29296,00","29332,00",Italy
28/12/2022 07:15:00,"28491,00","28274,00",Italy
28/12/2022 07:00:00,"27598,00","27169,00",Italy
28/12/2022 06:45:00,"25955,00","26092,00",Italy
28/12/2022 06:30:00,"25049,00","25035,00",Italy
28/12/2022 06:15:00,"24118,00","24054,00",Italy
28/12/2022 06:00:00,"23248,00","23185,00",Italy
28/12/2022 05:45:00,"21816,00","22362,00",Italy
28/12/2022 05:30:00,"21084,00","21669,00",Italy
28/12/2022 05:15:00,"20639,00","21171,00",Italy
28/12/2022 05:00:00,"20288,00","20801,00",Italy
28/12/2022 04:45:00,"19693,00","20494,00",Italy
28/12/2022 04:30:00,"19555,00","20311,00",Italy
28/12/2022 04:15:00,"19337,00","20174,00",Italy
28/12/2022 04:00:00,"19262,00","20090,00",Italy
28/12/2022 03:45:00,"19121,00","20037,00",Italy
28/12/2022 03:30:00,"19138,00","20039,00",Italy
28/12/2022 03:15:00,"19172,00","20074,00",Italy
28/12/2022 03:00:00,"19218,00","20143,00",Italy
28/12/2022 02:45:00,"19155,00","20178,00",Italy
28/12/2022 02:30:00,"19247,00","20299,00",Italy
28/12/2022 02:15:00,"19428,00","20470,00",Italy
28/12/2022 02:00:00,"19611,00","20664,00",Italy
28/12/2022 01:45:00,"19659,00","20796,00",Italy
28/12/2022 01:30:00,"19970,00","21064,00",Italy
28/12/2022 01:15:00,"20280,00","21342,00",Italy
28/12/2022 01:00:00,"20611,00","21643,00",Italy
28/12/2022 00:45:00,"20931,00","21901,00",Italy
28/12/2022 00:30:00,"21443,00","22274,00",Italy
28/12/2022 00:15:00,"21931,00","22619,00",Italy
28/12/2022 00:00:00,"22643,00","23598,00",Italy
27/12/2022 23:45:00,"23455,00","24344,00",Italy
27/12/2022 23:30:00,"24071,00","24984,00",Italy
27/12/2022 23:15:00,"24759,00","25698,00",Italy
27/12/2022 23:00:00,"25425,00","26457,00",Italy
27/12/2022 22:45:00,"26201,00","27208,00",Italy
27/12/2022 22:30:00,"26947,00","28013,00",Italy
27/12/2022 22:15:00,"27622,00","28771,00",Italy
27/12/2022 22:00:00,"28334,00","29566,00",Italy
27/12/2022 21:45:00,"29263,00","30349,00",Italy
27/12/2022 21:30:00,"30030,00","31098,00",Italy
27/12/2022 21:15:00,"30743,00","31744,00",Italy
27/12/2022 21:00:00,"31398,00","32379,00",Italy
27/12/2022 20:45:00,"32222,00","33003,00",Italy
27/12/2022 20:30:00,"32807,00","33713,00",Italy
27/12/2022 20:15:00,"33350,00","34488,00",Italy
27/12/2022 20:00:00,"33939,00","35261,00",Italy
27/12/2022 19:45:00,"34675,00","35917,00",Italy
27/12/2022 19:30:00,"35123,00","36395,00",Italy
27/12/2022 19:15:00,"35413,00","36580,00",Italy
27/12/2022 19:00:00,"35483,00","36573,00",Italy
27/12/2022 18:45:00,"35524,00","36451,00",Italy
27/12/2022 18:30:00,"35505,00","36341,00",Italy
27/12/2022 18:15:00,"35536,00","36259,00",Italy
27/12/2022 18:00:00,"35636,00","36203,00",Italy
27/12/2022 17:45:00,"35950,00","36137,00",Italy
27/12/2022 17:30:00,"35930,00","35895,00",Italy
27/12/2022 17:15:00,"35936,00","35435,00",Italy
27/12/2022 17:00:00,"35447,00","34856,00",Italy
27/12/2022 16:45:00,"34529,00","34371,00",Italy
27/12/2022 16:30:00,"33602,00","34003,00",Italy
27/12/2022 16:15:00,"33144,00","33995,00",Italy
27/12/2022 16:00:00,"33028,00","34239,00",Italy
27/12/2022 15:45:00,"32712,00","34584,00",Italy
27/12/2022 15:30:00,"32617,00","34826,00",Italy
27/12/2022 15:15:00,"32849,00","35079,00",Italy
27/12/2022 15:00:00,"33145,00","35113,00",Italy
27/12/2022 14:45:00,"32883,00","34923,00",Italy
27/12/2022 14:30:00,"32704,00","34771,00",Italy
27/12/2022 14:15:00,"32469,00","34726,00",Italy
27/12/2022 14:00:00,"32432,00","34737,00",Italy
27/12/2022 13:45:00,"31954,00","34612,00",Italy
27/12/2022 13:30:00,"32150,00","34732,00",Italy
27/12/2022 13:15:00,"32193,00","34789,00",Italy
27/12/2022 13:00:00,"32652,00","34929,00",Italy
27/12/2022 12:45:00,"32047,00","34747,00",Italy
27/12/2022 12:30:00,"32082,00","34919,00",Italy
27/12/2022 12:15:00,"32610,00","35386,00",Italy
27/12/2022 12:00:00,"33747,00","36212,00",Italy
27/12/2022 11:45:00,"33546,00","36483,00",Italy
27/12/2022 11:30:00,"33645,00","36838,00",Italy
27/12/2022 11:15:00,"33414,00","36795,00",Italy
27/12/2022 11:00:00,"34032,00","36964,00",Italy
27/12/2022 10:45:00,"33787,00","36756,00",Italy
27/12/2022 10:30:00,"33979,00","36671,00",Italy
27/12/2022 10:15:00,"33927,00","36472,00",Italy
27/12/2022 10:00:00,"34447,00","36506,00",Italy
27/12/2022 09:45:00,"34148,00","36143,00",Italy
27/12/2022 09:30:00,"34401,00","35951,00",Italy
27/12/2022 09:15:00,"34449,00","35538,00",Italy
27/12/2022 09:00:00,"34328,00","34943,00",Italy
27/12/2022 08:45:00,"33225,00","33935,00",Italy
27/12/2022 08:30:00,"32450,00","32970,00",Italy
27/12/2022 08:15:00,"31592,00","31998,00",Italy
27/12/2022 08:00:00,"30732,00","31020,00",Italy
27/12/2022 07:45:00,"29282,00","29982,00",Italy
27/12/2022 07:30:00,"28529,00","28916,00",Italy
27/12/2022 07:15:00,"27637,00","27795,00",Italy
27/12/2022 07:00:00,"26681,00","26676,00",Italy
27/12/2022 06:45:00,"25080,00","25494,00",Italy
27/12/2022 06:30:00,"24143,00","24330,00",Italy
27/12/2022 06:15:00,"23252,00","23198,00",Italy
27/12/2022 06:00:00,"22220,00","22081,00",Italy
27/12/2022 05:45:00,"20766,00","21109,00",Italy
27/12/2022 05:30:00,"20074,00","20316,00",Italy
27/12/2022 05:15:00,"19547,00","19692,00",Italy
27/12/2022 05:00:00,"19100,00","19200,00",Italy
27/12/2022 04:45:00,"18499,00","18837,00",Italy
27/12/2022 04:30:00,"18268,00","18576,00",Italy
27/12/2022 04:15:00,"18095,00","18397,00",Italy
27/12/2022 04:00:00,"18015,00","18295,00",Italy
27/12/2022 03:45:00,"17831,00","18210,00",Italy
27/12/2022 03:30:00,"17882,00","18198,00",Italy
27/12/2022 03:15:00,"17889,00","18184,00",Italy
27/12/2022 03:00:00,"17913,00","18173,00",Italy
27/12/2022 02:45:00,"17824,00","18163,00",Italy
27/12/2022 02:30:00,"17947,00","18249,00",Italy
27/12/2022 02:15:00,"18088,00","18357,00",Italy
27/12/2022 02:00:00,"18246,00","18503,00",Italy
27/12/2022 01:45:00,"18298,00","18639,00",Italy
27/12/2022 01:30:00,"18511,00","18890,00",Italy
27/12/2022 01:15:00,"18773,00","19211,00",Italy
27/12/2022 01:00:00,"19117,00","19598,00",Italy
27/12/2022 00:45:00,"19431,00","19978,00",Italy
27/12/2022 00:30:00,"19832,00","20396,00",Italy
27/12/2022 00:15:00,"20290,00","20835,00",Italy
27/12/2022 00:00:00,"20639,00","21617,00",Italy
26/12/2022 23:45:00,"20851,00","22058,00",Italy
26/12/2022 23:30:00,"21383,00","22659,00",Italy
26/12/2022 23:15:00,"21914,00","23227,00",Italy
26/12/2022 23:00:00,"22573,00","23814,00",Italy
26/12/2022 22:45:00,"23257,00","24366,00",Italy
26/12/2022 22:30:00,"23818,00","24883,00",Italy
26/12/2022 22:15:00,"24305,00","25417,00",Italy
26/12/2022 22:00:00,"24844,00","25973,00",Italy
26/12/2022 21:45:00,"25429,00","26431,00",Italy
26/12/2022 21:30:00,"25921,00","26908,00",Italy
26/12/2022 21:15:00,"26359,00","27316,00",Italy
26/12/2022 21:00:00,"26776,00","27629,00",Italy
26/12/2022 20:45:00,"27530,00","27822,00",Italy
26/12/2022 20:30:00,"27935,00","28135,00",Italy
26/12/2022 20:15:00,"28157,00","28440,00",Italy
26/12/2022 20:00:00,"28298,00","28689,00",Italy
26/12/2022 19:45:00,"28648,00","28879,00",Italy
