Date,Total Load [MW],Forecast Total Load [MW],Bidding Zone
30/06/2025 05:45:00,"31244,00","31158,00",Italy
30/06/2025 05:30:00,"30943,00","30496,00",Italy
30/06/2025 05:15:00,"30749,00","30302,00",Italy
30/06/2025 05:00:00,"30473,00","30305,00",Italy
30/06/2025 04:45:00,"29881,00","29864,00",Italy
30/06/2025 04:30:00,"29636,00","29617,00",Italy
30/06/2025 04:15:00,"29473,00","29557,00",Italy
30/06/2025 04:00:00,"29691,00","29569,00",Italy
30/06/2025 03:45:00,"29519,00","29304,00",Italy
30/06/2025 03:30:00,"29568,00","29485,00",Italy
30/06/2025 03:15:00,"29739,00","29652,00",Italy
30/06/2025 03:00:00,"29797,00","29692,00",Italy
30/06/2025 02:45:00,"29865,00","29790,00",Italy
30/06/2025 02:30:00,"29877,00","29972,00",Italy
30/06/2025 02:15:00,"30290,00","30054,00",Italy
30/06/2025 02:00:00,"30447,00","30269,00",Italy
30/06/2025 01:45:00,"30865,00","30657,00",Italy
30/06/2025 01:30:00,"31179,00","30964,00",Italy
30/06/2025 01:15:00,"31369,00","31329,00",Italy
30/06/2025 01:00:00,"31968,00","31712,00",Italy
30/06/2025 00:45:00,"32575,00","32207,00",Italy
30/06/2025 00:30:00,"32997,00","32844,00",Italy
30/06/2025 00:15:00,"33680,00","33215,00",Italy
30/06/2025 00:00:00,"34550,00","33807,00",Italy
29/06/2025 23:45:00,"35172,00","34877,00",Italy
29/06/2025 23:30:00,"35430,00","35336,00",Italy
29/06/2025 23:15:00,"36598,00","35886,00",Italy
29/06/2025 23:00:00,"37066,00","36633,00",Italy
29/06/2025 22:45:00,"37704,00","37196,00",Italy
29/06/2025 22:30:00,"38470,00","37949,00",Italy
29/06/2025 22:15:00,"39136,00","38283,00",Italy
29/06/2025 22:00:00,"39429,00","38776,00",Italy
29/06/2025 21:45:00,"39574,00","39138,00",Italy
29/06/2025 21:30:00,"40008,00","39497,00",Italy
29/06/2025 21:15:00,"40151,00","39518,00",Italy
29/06/2025 21:00:00,"40010,00","39406,00",Italy
29/06/2025 20:45:00,"40058,00","39228,00",Italy
29/06/2025 20:30:00,"39827,00","39049,00",Italy
29/06/2025 20:15:00,"39796,00","38973,00",Italy
29/06/2025 20:00:00,"39782,00","38807,00",Italy
29/06/2025 19:45:00,"39944,00","38881,00",Italy
29/06/2025 19:30:00,"40129,00","38836,00",Italy
29/06/2025 19:15:00,"39923,00","38669,00",Italy
29/06/2025 19:00:00,"39545,00","38536,00",Italy
29/06/2025 18:45:00,"39528,00","38421,00",Italy
29/06/2025 18:30:00,"39282,00","38246,00",Italy
29/06/2025 18:15:00,"38885,00","37975,00",Italy
29/06/2025 18:00:00,"39061,00","37974,00",Italy
29/06/2025 17:45:00,"38466,00","37597,00",Italy
29/06/2025 17:30:00,"38132,00","37340,00",Italy
29/06/2025 17:15:00,"37782,00","37108,00",Italy
29/06/2025 17:00:00,"38019,00","37080,00",Italy
29/06/2025 16:45:00,"37658,00","37292,00",Italy
29/06/2025 16:30:00,"37530,00","37186,00",Italy
29/06/2025 16:15:00,"37621,00","37163,00",Italy
29/06/2025 16:00:00,"37619,00","37174,00",Italy
29/06/2025 15:45:00,"37501,00","36937,00",Italy
29/06/2025 15:30:00,"37708,00","36972,00",Italy
29/06/2025 15:15:00,"37577,00","36872,00",Italy
29/06/2025 15:00:00,"37626,00","37010,00",Italy
29/06/2025 14:45:00,"37623,00","37276,00",Italy
29/06/2025 14:30:00,"37916,00","37318,00",Italy
29/06/2025 14:15:00,"37845,00","37338,00",Italy
29/06/2025 14:00:00,"37849,00","37565,00",Italy
29/06/2025 13:45:00,"38059,00","37331,00",Italy
29/06/2025 13:30:00,"38173,00","37225,00",Italy
29/06/2025 13:15:00,"38176,00","37414,00",Italy
29/06/2025 13:00:00,"38248,00","37556,00",Italy
29/06/2025 12:45:00,"38363,00","37588,00",Italy
29/06/2025 12:30:00,"38331,00","37506,00",Italy
29/06/2025 12:15:00,"38378,00","37622,00",Italy
29/06/2025 12:00:00,"38050,00","37371,00",Italy
29/06/2025 11:45:00,"37664,00","36569,00",Italy
29/06/2025 11:30:00,"37667,00","36423,00",Italy
29/06/2025 11:15:00,"37154,00","36079,00",Italy
29/06/2025 11:00:00,"36685,00","35800,00",Italy
29/06/2025 10:45:00,"36705,00","35569,00",Italy
29/06/2025 10:30:00,"36499,00","35391,00",Italy
29/06/2025 10:15:00,"36267,00","34978,00",Italy
29/06/2025 10:00:00,"35798,00","34588,00",Italy
29/06/2025 09:45:00,"35122,00","34195,00",Italy
29/06/2025 09:30:00,"34816,00","33786,00",Italy
29/06/2025 09:15:00,"34671,00","33245,00",Italy
29/06/2025 09:00:00,"33949,00","32512,00",Italy
29/06/2025 08:45:00,"33220,00","32207,00",Italy
29/06/2025 08:30:00,"32821,00","31119,00",Italy
29/06/2025 08:15:00,"32322,00","30800,00",Italy
29/06/2025 08:00:00,"31497,00","30313,00",Italy
29/06/2025 07:45:00,"30461,00","29543,00",Italy
29/06/2025 07:30:00,"30433,00","29152,00",Italy
29/06/2025 07:15:00,"29623,00","28591,00",Italy
29/06/2025 07:00:00,"29312,00","28200,00",Italy
29/06/2025 06:45:00,"28359,00","27730,00",Italy
29/06/2025 06:30:00,"28313,00","27335,00",Italy
29/06/2025 06:15:00,"27913,00","27195,00",Italy
29/06/2025 06:00:00,"27715,00","27110,00",Italy
29/06/2025 05:45:00,"27598,00","26741,00",Italy
29/06/2025 05:30:00,"27997,00","27158,00",Italy
29/06/2025 05:15:00,"28430,00","27471,00",Italy
29/06/2025 05:00:00,"28799,00","27784,00",Italy
29/06/2025 04:45:00,"28672,00","27868,00",Italy
29/06/2025 04:30:00,"28913,00","27986,00",Italy
29/06/2025 04:15:00,"28909,00","28070,00",Italy
29/06/2025 04:00:00,"29150,00","28267,00",Italy
29/06/2025 03:45:00,"29121,00","28816,00",Italy
29/06/2025 03:30:00,"29323,00","28908,00",Italy
29/06/2025 03:15:00,"29481,00","29035,00",Italy
29/06/2025 03:00:00,"29629,00","29276,00",Italy
29/06/2025 02:45:00,"29729,00","29360,00",Italy
29/06/2025 02:30:00,"30021,00","29617,00",Italy
29/06/2025 02:15:00,"30395,00","30019,00",Italy
29/06/2025 02:00:00,"30618,00","30284,00",Italy
29/06/2025 01:45:00,"30947,00","30583,00",Italy
29/06/2025 01:30:00,"31498,00","31051,00",Italy
29/06/2025 01:15:00,"31641,00","31445,00",Italy
29/06/2025 01:00:00,"32185,00","31804,00",Italy
29/06/2025 00:45:00,"32864,00","32382,00",Italy
29/06/2025 00:30:00,"33215,00","32991,00",Italy
29/06/2025 00:15:00,"33670,00","33611,00",Italy
29/06/2025 00:00:00,"34170,00","33936,00",Italy
28/06/2025 23:45:00,"34939,00","34504,00",Italy
28/06/2025 23:30:00,"35401,00","35070,00",Italy
28/06/2025 23:15:00,"36074,00","35819,00",Italy
28/06/2025 23:00:00,"36747,00","36583,00",Italy
28/06/2025 22:45:00,"37154,00","36886,00",Italy
28/06/2025 22:30:00,"38055,00","37402,00",Italy
28/06/2025 22:15:00,"38698,00","37970,00",Italy
28/06/2025 22:00:00,"39301,00","38439,00",Italy
28/06/2025 21:45:00,"39795,00","38899,00",Italy
28/06/2025 21:30:00,"40189,00","39389,00",Italy
28/06/2025 21:15:00,"40430,00","39605,00",Italy
28/06/2025 21:00:00,"40771,00","39805,00",Italy
28/06/2025 20:45:00,"41100,00","40029,00",Italy
28/06/2025 20:30:00,"41200,00","39994,00",Italy
28/06/2025 20:15:00,"41471,00","40161,00",Italy
28/06/2025 20:00:00,"41710,00","40345,00",Italy
28/06/2025 19:45:00,"42281,00","40609,00",Italy
28/06/2025 19:30:00,"42369,00","40615,00",Italy
28/06/2025 19:15:00,"42300,00","40626,00",Italy
28/06/2025 19:00:00,"42595,00","40799,00",Italy
28/06/2025 18:45:00,"42592,00","40911,00",Italy
28/06/2025 18:30:00,"42331,00","40606,00",Italy
28/06/2025 18:15:00,"42030,00","40642,00",Italy
28/06/2025 18:00:00,"42288,00","40272,00",Italy
28/06/2025 17:45:00,"41601,00","39599,00",Italy
28/06/2025 17:30:00,"41295,00","39793,00",Italy
28/06/2025 17:15:00,"41171,00","40106,00",Italy
28/06/2025 17:00:00,"41153,00","39788,00",Italy
28/06/2025 16:45:00,"40851,00","39871,00",Italy
28/06/2025 16:30:00,"40900,00","39885,00",Italy
28/06/2025 16:15:00,"40932,00","39624,00",Italy
28/06/2025 16:00:00,"41031,00","40011,00",Italy
28/06/2025 15:45:00,"41059,00","40004,00",Italy
28/06/2025 15:30:00,"41106,00","40210,00",Italy
28/06/2025 15:15:00,"41035,00","40062,00",Italy
28/06/2025 15:00:00,"41048,00","40256,00",Italy
28/06/2025 14:45:00,"41312,00","40488,00",Italy
28/06/2025 14:30:00,"41485,00","40051,00",Italy
28/06/2025 14:15:00,"41470,00","39987,00",Italy
28/06/2025 14:00:00,"41810,00","40600,00",Italy
28/06/2025 13:45:00,"41828,00","40160,00",Italy
28/06/2025 13:30:00,"41679,00","40223,00",Italy
28/06/2025 13:15:00,"41835,00","40150,00",Italy
28/06/2025 13:00:00,"41927,00","40304,00",Italy
28/06/2025 12:45:00,"41966,00","40284,00",Italy
28/06/2025 12:30:00,"41842,00","40122,00",Italy
28/06/2025 12:15:00,"41979,00","40267,00",Italy
28/06/2025 12:00:00,"41820,00","40523,00",Italy
28/06/2025 11:45:00,"41896,00","41388,00",Italy
28/06/2025 11:30:00,"42023,00","41511,00",Italy
28/06/2025 11:15:00,"41833,00","41690,00",Italy
28/06/2025 11:00:00,"41432,00","41422,00",Italy
28/06/2025 10:45:00,"41928,00","41765,00",Italy
28/06/2025 10:30:00,"41789,00","41849,00",Italy
28/06/2025 10:15:00,"41547,00","41715,00",Italy
28/06/2025 10:00:00,"41501,00","41478,00",Italy
28/06/2025 09:45:00,"41309,00","41512,00",Italy
28/06/2025 09:30:00,"41108,00","41112,00",Italy
28/06/2025 09:15:00,"40576,00","40415,00",Italy
28/06/2025 09:00:00,"39764,00","39975,00",Italy
28/06/2025 08:45:00,"39456,00","38970,00",Italy
28/06/2025 08:30:00,"38619,00","38325,00",Italy
28/06/2025 08:15:00,"37867,00","37930,00",Italy
28/06/2025 08:00:00,"37165,00","36800,00",Italy
28/06/2025 07:45:00,"36188,00","35750,00",Italy
28/06/2025 07:30:00,"35298,00","35199,00",Italy
28/06/2025 07:15:00,"34567,00","34434,00",Italy
28/06/2025 07:00:00,"33907,00","33429,00",Italy
28/06/2025 06:45:00,"33151,00","32908,00",Italy
28/06/2025 06:30:00,"32450,00","32135,00",Italy
28/06/2025 06:15:00,"32035,00","31539,00",Italy
28/06/2025 06:00:00,"31546,00","31312,00",Italy
28/06/2025 05:45:00,"30633,00","30543,00",Italy
28/06/2025 05:30:00,"30961,00","30781,00",Italy
28/06/2025 05:15:00,"31206,00","30982,00",Italy
28/06/2025 05:00:00,"31562,00","31379,00",Italy
28/06/2025 04:45:00,"31473,00","31033,00",Italy
28/06/2025 04:30:00,"31524,00","30867,00",Italy
28/06/2025 04:15:00,"31641,00","31145,00",Italy
28/06/2025 04:00:00,"31775,00","31183,00",Italy
28/06/2025 03:45:00,"31965,00","31294,00",Italy
28/06/2025 03:30:00,"32022,00","31551,00",Italy
28/06/2025 03:15:00,"32251,00","31652,00",Italy
28/06/2025 03:00:00,"32452,00","31748,00",Italy
28/06/2025 02:45:00,"32437,00","31820,00",Italy
28/06/2025 02:30:00,"32581,00","32168,00",Italy
28/06/2025 02:15:00,"33200,00","32348,00",Italy
28/06/2025 02:00:00,"33311,00","32681,00",Italy
28/06/2025 01:45:00,"33754,00","33069,00",Italy
28/06/2025 01:30:00,"34226,00","33427,00",Italy
28/06/2025 01:15:00,"34748,00","33765,00",Italy
28/06/2025 01:00:00,"35007,00","34271,00",Italy
28/06/2025 00:45:00,"35664,00","34996,00",Italy
28/06/2025 00:30:00,"36224,00","35588,00",Italy
28/06/2025 00:15:00,"37108,00","36058,00",Italy
28/06/2025 00:00:00,"37618,00","36700,00",Italy
27/06/2025 23:45:00,"39016,00","39509,00",Italy
27/06/2025 23:30:00,"40003,00","40264,00",Italy
27/06/2025 23:15:00,"40996,00","41147,00",Italy
27/06/2025 23:00:00,"42128,00","42122,00",Italy
27/06/2025 22:45:00,"42771,00","42936,00",Italy
27/06/2025 22:30:00,"43641,00","43738,00",Italy
27/06/2025 22:15:00,"44502,00","44642,00",Italy
27/06/2025 22:00:00,"44985,00","45385,00",Italy
27/06/2025 21:45:00,"45882,00","45739,00",Italy
27/06/2025 21:30:00,"47142,00","46475,00",Italy
27/06/2025 21:15:00,"47420,00","47226,00",Italy
27/06/2025 21:00:00,"47676,00","47604,00",Italy
27/06/2025 20:45:00,"47969,00","47748,00",Italy
27/06/2025 20:30:00,"48126,00","48052,00",Italy
27/06/2025 20:15:00,"48349,00","48299,00",Italy
27/06/2025 20:00:00,"48679,00","48681,00",Italy
27/06/2025 19:45:00,"49306,00","48958,00",Italy
27/06/2025 19:30:00,"49634,00","49202,00",Italy
27/06/2025 19:15:00,"49826,00","49826,00",Italy
27/06/2025 19:00:00,"50047,00","49994,00",Italy
27/06/2025 18:45:00,"50531,00","50737,00",Italy
27/06/2025 18:30:00,"50323,00","50954,00",Italy
27/06/2025 18:15:00,"50784,00","51019,00",Italy
27/06/2025 18:00:00,"50761,00","51412,00",Italy
27/06/2025 17:45:00,"51333,00","51874,00",Italy
27/06/2025 17:30:00,"51876,00","52263,00",Italy
27/06/2025 17:15:00,"52692,00","52249,00",Italy
27/06/2025 17:00:00,"52268,00","52535,00",Italy
27/06/2025 16:45:00,"52976,00","53117,00",Italy
27/06/2025 16:30:00,"53053,00","53333,00",Italy
27/06/2025 16:15:00,"53098,00","53655,00",Italy
27/06/2025 16:00:00,"53253,00","53951,00",Italy
27/06/2025 15:45:00,"53319,00","55180,00",Italy
27/06/2025 15:30:00,"53645,00","55204,00",Italy
27/06/2025 15:15:00,"53717,00","55299,00",Italy
27/06/2025 15:00:00,"53878,00","55487,00",Italy
27/06/2025 14:45:00,"54032,00","55512,00",Italy
27/06/2025 14:30:00,"54095,00","55761,00",Italy
27/06/2025 14:15:00,"54264,00","55719,00",Italy
27/06/2025 14:00:00,"54624,00","55630,00",Italy
27/06/2025 13:45:00,"54055,00","55717,00",Italy
27/06/2025 13:30:00,"54094,00","55494,00",Italy
27/06/2025 13:15:00,"53697,00","55359,00",Italy
27/06/2025 13:00:00,"53350,00","54779,00",Italy
27/06/2025 12:45:00,"53035,00","54591,00",Italy
27/06/2025 12:30:00,"52999,00","54485,00",Italy
27/06/2025 12:15:00,"53192,00","54403,00",Italy
27/06/2025 12:00:00,"53380,00","54217,00",Italy
27/06/2025 11:45:00,"53845,00","54959,00",Italy
27/06/2025 11:30:00,"53916,00","54897,00",Italy
27/06/2025 11:15:00,"53846,00","54575,00",Italy
27/06/2025 11:00:00,"53554,00","54278,00",Italy
27/06/2025 10:45:00,"53552,00","54253,00",Italy
27/06/2025 10:30:00,"53564,00","53948,00",Italy
27/06/2025 10:15:00,"53306,00","53731,00",Italy
27/06/2025 10:00:00,"52887,00","53289,00",Italy
27/06/2025 09:45:00,"52880,00","52766,00",Italy
27/06/2025 09:30:00,"52447,00","52371,00",Italy
27/06/2025 09:15:00,"51942,00","52024,00",Italy
27/06/2025 09:00:00,"51357,00","51431,00",Italy
27/06/2025 08:45:00,"50521,00","50601,00",Italy
27/06/2025 08:30:00,"49866,00","49663,00",Italy
27/06/2025 08:15:00,"49018,00","48653,00",Italy
27/06/2025 08:00:00,"47512,00","47271,00",Italy
27/06/2025 07:45:00,"45849,00","45537,00",Italy
27/06/2025 07:30:00,"44768,00","43957,00",Italy
27/06/2025 07:15:00,"43296,00","42752,00",Italy
27/06/2025 07:00:00,"41715,00","41364,00",Italy
27/06/2025 06:45:00,"39935,00","39256,00",Italy
27/06/2025 06:30:00,"38609,00","37933,00",Italy
27/06/2025 06:15:00,"37465,00","37043,00",Italy
27/06/2025 06:00:00,"36358,00","35877,00",Italy
27/06/2025 05:45:00,"34395,00","34459,00",Italy
27/06/2025 05:30:00,"33907,00","34062,00",Italy
27/06/2025 05:15:00,"33798,00","34156,00",Italy
27/06/2025 05:00:00,"34057,00","34054,00",Italy
27/06/2025 04:45:00,"33486,00","33747,00",Italy
27/06/2025 04:30:00,"33024,00","33688,00",Italy
27/06/2025 04:15:00,"33187,00","33748,00",Italy
27/06/2025 04:00:00,"33319,00","33799,00",Italy
27/06/2025 03:45:00,"33073,00","33895,00",Italy
27/06/2025 03:30:00,"33365,00","34052,00",Italy
27/06/2025 03:15:00,"33485,00","34088,00",Italy
27/06/2025 03:00:00,"33422,00","34284,00",Italy
27/06/2025 02:45:00,"33773,00","34364,00",Italy
27/06/2025 02:30:00,"34066,00","34608,00",Italy
27/06/2025 02:15:00,"34079,00","34976,00",Italy
27/06/2025 02:00:00,"34380,00","35212,00",Italy
27/06/2025 01:45:00,"34859,00","35658,00",Italy
27/06/2025 01:30:00,"35066,00","36050,00",Italy
27/06/2025 01:15:00,"35471,00","36288,00",Italy
27/06/2025 01:00:00,"36048,00","36930,00",Italy
27/06/2025 00:45:00,"37023,00","37778,00",Italy
27/06/2025 00:30:00,"37633,00","38428,00",Italy
27/06/2025 00:15:00,"38151,00","38981,00",Italy
27/06/2025 00:00:00,"39169,00","39607,00",Italy
26/06/2025 23:45:00,"39964,00","40659,00",Italy
26/06/2025 23:30:00,"40915,00","41775,00",Italy
26/06/2025 23:15:00,"41951,00","42919,00",Italy
26/06/2025 23:00:00,"43033,00","43946,00",Italy
26/06/2025 22:45:00,"43955,00","44650,00",Italy
26/06/2025 22:30:00,"44581,00","45444,00",Italy
26/06/2025 22:15:00,"45551,00","46150,00",Italy
26/06/2025 22:00:00,"46381,00","46814,00",Italy
26/06/2025 21:45:00,"47086,00","47708,00",Italy
26/06/2025 21:30:00,"47982,00","48460,00",Italy
26/06/2025 21:15:00,"48648,00","49038,00",Italy
26/06/2025 21:00:00,"48880,00","49295,00",Italy
26/06/2025 20:45:00,"48949,00","49741,00",Italy
26/06/2025 20:30:00,"49027,00","49883,00",Italy
26/06/2025 20:15:00,"49267,00","50284,00",Italy
26/06/2025 20:00:00,"49774,00","50686,00",Italy
26/06/2025 19:45:00,"50471,00","51930,00",Italy
26/06/2025 19:30:00,"50710,00","52337,00",Italy
26/06/2025 19:15:00,"51346,00","52785,00",Italy
26/06/2025 19:00:00,"51206,00","52641,00",Italy
26/06/2025 18:45:00,"52102,00","53292,00",Italy
26/06/2025 18:30:00,"52306,00","53435,00",Italy
26/06/2025 18:15:00,"52145,00","53312,00",Italy
26/06/2025 18:00:00,"52484,00","53673,00",Italy
26/06/2025 17:45:00,"52916,00","54026,00",Italy
26/06/2025 17:30:00,"53260,00","54405,00",Italy
26/06/2025 17:15:00,"53044,00","54085,00",Italy
26/06/2025 17:00:00,"53387,00","54645,00",Italy
26/06/2025 16:45:00,"54050,00","55144,00",Italy
26/06/2025 16:30:00,"54294,00","55123,00",Italy
26/06/2025 16:15:00,"54576,00","54821,00",Italy
26/06/2025 16:00:00,"54700,00","55106,00",Italy
26/06/2025 15:45:00,"54872,00","53780,00",Italy
26/06/2025 15:30:00,"55125,00","53924,00",Italy
26/06/2025 15:15:00,"55266,00","53858,00",Italy
26/06/2025 15:00:00,"55375,00","53988,00",Italy
26/06/2025 14:45:00,"55345,00","54292,00",Italy
26/06/2025 14:30:00,"55471,00","54241,00",Italy
26/06/2025 14:15:00,"55253,00","54290,00",Italy
26/06/2025 14:00:00,"55107,00","54227,00",Italy
26/06/2025 13:45:00,"54844,00","53987,00",Italy
26/06/2025 13:30:00,"54703,00","53913,00",Italy
26/06/2025 13:15:00,"54427,00","53679,00",Italy
26/06/2025 13:00:00,"54142,00","53612,00",Italy
26/06/2025 12:45:00,"54004,00","53147,00",Italy
26/06/2025 12:30:00,"53916,00","53115,00",Italy
26/06/2025 12:15:00,"53825,00","52934,00",Italy
26/06/2025 12:00:00,"54032,00","53063,00",Italy
26/06/2025 11:45:00,"54623,00","53920,00",Italy
26/06/2025 11:30:00,"54652,00","54093,00",Italy
26/06/2025 11:15:00,"54388,00","53818,00",Italy
26/06/2025 11:00:00,"54166,00","53647,00",Italy
26/06/2025 10:45:00,"54122,00","53295,00",Italy
26/06/2025 10:30:00,"53913,00","53188,00",Italy
26/06/2025 10:15:00,"53471,00","52924,00",Italy
26/06/2025 10:00:00,"53075,00","52554,00",Italy
26/06/2025 09:45:00,"52786,00","52168,00",Italy
26/06/2025 09:30:00,"52393,00","51949,00",Italy
26/06/2025 09:15:00,"52050,00","51472,00",Italy
26/06/2025 09:00:00,"51346,00","50664,00",Italy
26/06/2025 08:45:00,"50873,00","49728,00",Italy
26/06/2025 08:30:00,"49957,00","49060,00",Italy
26/06/2025 08:15:00,"48870,00","48086,00",Italy
26/06/2025 08:00:00,"47695,00","46611,00",Italy
26/06/2025 07:45:00,"46070,00","44693,00",Italy
26/06/2025 07:30:00,"44512,00","43308,00",Italy
26/06/2025 07:15:00,"43071,00","41964,00",Italy
26/06/2025 07:00:00,"41727,00","40486,00",Italy
26/06/2025 06:45:00,"39680,00","38789,00",Italy
26/06/2025 06:30:00,"38501,00","37793,00",Italy
26/06/2025 06:15:00,"37417,00","36614,00",Italy
26/06/2025 06:00:00,"36099,00","35350,00",Italy
26/06/2025 05:45:00,"33918,00","33431,00",Italy
26/06/2025 05:30:00,"33415,00","32978,00",Italy
26/06/2025 05:15:00,"33278,00","32849,00",Italy
26/06/2025 05:00:00,"33269,00","32821,00",Italy
26/06/2025 04:45:00,"32968,00","32791,00",Italy
26/06/2025 04:30:00,"33035,00","32509,00",Italy
26/06/2025 04:15:00,"32989,00","32599,00",Italy
26/06/2025 04:00:00,"32955,00","32795,00",Italy
26/06/2025 03:45:00,"32936,00","32710,00",Italy
26/06/2025 03:30:00,"33169,00","33153,00",Italy
26/06/2025 03:15:00,"33248,00","33083,00",Italy
26/06/2025 03:00:00,"33468,00","33357,00",Italy
26/06/2025 02:45:00,"33417,00","33659,00",Italy
26/06/2025 02:30:00,"33562,00","33675,00",Italy
26/06/2025 02:15:00,"34056,00","34173,00",Italy
26/06/2025 02:00:00,"34166,00","34441,00",Italy
26/06/2025 01:45:00,"34626,00","34667,00",Italy
26/06/2025 01:30:00,"35017,00","34958,00",Italy
26/06/2025 01:15:00,"35190,00","35415,00",Italy
26/06/2025 01:00:00,"36012,00","35885,00",Italy
26/06/2025 00:45:00,"36815,00","36563,00",Italy
26/06/2025 00:30:00,"37473,00","37046,00",Italy
26/06/2025 00:15:00,"38073,00","37702,00",Italy
26/06/2025 00:00:00,"38634,00","38090,00",Italy
25/06/2025 23:45:00,"39426,00","39365,00",Italy
25/06/2025 23:30:00,"40535,00","40344,00",Italy
25/06/2025 23:15:00,"42037,00","41300,00",Italy
25/06/2025 23:00:00,"43264,00","42321,00",Italy
25/06/2025 22:45:00,"43750,00","43184,00",Italy
25/06/2025 22:30:00,"44625,00","44017,00",Italy
25/06/2025 22:15:00,"45602,00","44906,00",Italy
25/06/2025 22:00:00,"46181,00","45515,00",Italy
25/06/2025 21:45:00,"47180,00","46277,00",Italy
25/06/2025 21:30:00,"47982,00","47485,00",Italy
25/06/2025 21:15:00,"48390,00","47896,00",Italy
25/06/2025 21:00:00,"48652,00","48342,00",Italy
25/06/2025 20:45:00,"49203,00","48195,00",Italy
25/06/2025 20:30:00,"49207,00","48370,00",Italy
25/06/2025 20:15:00,"49721,00","48617,00",Italy
25/06/2025 20:00:00,"49460,00","48941,00",Italy
25/06/2025 19:45:00,"50343,00","48855,00",Italy
