Date,Total Load [MW],Forecast Total Load [MW],Bidding Zone
30/12/2024 11:15:00,"36666,00","37344,00",Italy
30/12/2024 11:00:00,"36551,00","37327,00",Italy
30/12/2024 10:45:00,"36392,00","37203,00",Italy
30/12/2024 10:30:00,"36547,00","37234,00",Italy
30/12/2024 10:15:00,"36437,00","37194,00",Italy
30/12/2024 10:00:00,"36338,00","37114,00",Italy
30/12/2024 09:45:00,"36310,00","36963,00",Italy
30/12/2024 09:30:00,"36226,00","36790,00",Italy
30/12/2024 09:15:00,"35886,00","36439,00",Italy
30/12/2024 09:00:00,"35441,00","35984,00",Italy
30/12/2024 08:45:00,"34794,00","35345,00",Italy
30/12/2024 08:30:00,"34008,00","34556,00",Italy
30/12/2024 08:15:00,"33149,00","33663,00",Italy
30/12/2024 08:00:00,"32140,00","32695,00",Italy
30/12/2024 07:45:00,"31004,00","31721,00",Italy
30/12/2024 07:30:00,"30258,00","30652,00",Italy
30/12/2024 07:15:00,"29351,00","29559,00",Italy
30/12/2024 07:00:00,"28268,00","28427,00",Italy
30/12/2024 06:45:00,"26905,00","27290,00",Italy
30/12/2024 06:30:00,"25918,00","26089,00",Italy
30/12/2024 06:15:00,"25064,00","24964,00",Italy
30/12/2024 06:00:00,"24174,00","23904,00",Italy
30/12/2024 05:45:00,"22965,00","22952,00",Italy
30/12/2024 05:30:00,"22230,00","22109,00",Italy
30/12/2024 05:15:00,"21672,00","21469,00",Italy
30/12/2024 05:00:00,"21349,00","21055,00",Italy
30/12/2024 04:45:00,"20717,00","20713,00",Italy
30/12/2024 04:30:00,"20521,00","20475,00",Italy
30/12/2024 04:15:00,"20368,00","20302,00",Italy
30/12/2024 04:00:00,"20257,00","20133,00",Italy
30/12/2024 03:45:00,"20062,00","20011,00",Italy
30/12/2024 03:30:00,"20082,00","19997,00",Italy
30/12/2024 03:15:00,"20115,00","20012,00",Italy
30/12/2024 03:00:00,"20162,00","20057,00",Italy
30/12/2024 02:45:00,"20148,00","20091,00",Italy
30/12/2024 02:30:00,"20296,00","20250,00",Italy
30/12/2024 02:15:00,"20419,00","20410,00",Italy
30/12/2024 02:00:00,"20622,00","20610,00",Italy
30/12/2024 01:45:00,"20760,00","20828,00",Italy
30/12/2024 01:30:00,"20997,00","21124,00",Italy
30/12/2024 01:15:00,"21255,00","21470,00",Italy
30/12/2024 01:00:00,"21584,00","21858,00",Italy
30/12/2024 00:45:00,"21951,00","22248,00",Italy
30/12/2024 00:30:00,"22419,00","22699,00",Italy
30/12/2024 00:15:00,"22967,00","23196,00",Italy
30/12/2024 00:00:00,"23638,00","24093,00",Italy
29/12/2024 23:45:00,"24444,00","25144,00",Italy
29/12/2024 23:30:00,"25106,00","25764,00",Italy
29/12/2024 23:15:00,"25738,00","26361,00",Italy
29/12/2024 23:00:00,"26354,00","26998,00",Italy
29/12/2024 22:45:00,"26909,00","27592,00",Italy
29/12/2024 22:30:00,"27591,00","28228,00",Italy
29/12/2024 22:15:00,"28143,00","28748,00",Italy
29/12/2024 22:00:00,"28730,00","29322,00",Italy
29/12/2024 21:45:00,"29362,00","29920,00",Italy
29/12/2024 21:30:00,"30017,00","30605,00",Italy
29/12/2024 21:15:00,"30645,00","31290,00",Italy
29/12/2024 21:00:00,"31188,00","31887,00",Italy
29/12/2024 20:45:00,"31835,00","32384,00",Italy
29/12/2024 20:30:00,"32325,00","32865,00",Italy
29/12/2024 20:15:00,"32846,00","33181,00",Italy
29/12/2024 20:00:00,"33241,00","33348,00",Italy
29/12/2024 19:45:00,"33540,00","33368,00",Italy
29/12/2024 19:30:00,"33749,00","33361,00",Italy
29/12/2024 19:15:00,"33912,00","33318,00",Italy
29/12/2024 19:00:00,"33752,00","33254,00",Italy
29/12/2024 18:45:00,"33580,00","33114,00",Italy
29/12/2024 18:30:00,"33245,00","32973,00",Italy
29/12/2024 18:15:00,"32982,00","32840,00",Italy
29/12/2024 18:00:00,"32755,00","32644,00",Italy
29/12/2024 17:45:00,"32447,00","32347,00",Italy
29/12/2024 17:30:00,"32176,00","31934,00",Italy
29/12/2024 17:15:00,"31769,00","31353,00",Italy
29/12/2024 17:00:00,"31102,00","30662,00",Italy
29/12/2024 16:45:00,"29841,00","29970,00",Italy
29/12/2024 16:30:00,"28941,00","29336,00",Italy
29/12/2024 16:15:00,"28525,00","28920,00",Italy
29/12/2024 16:00:00,"28353,00","28670,00",Italy
29/12/2024 15:45:00,"27935,00","28510,00",Italy
29/12/2024 15:30:00,"27885,00","28516,00",Italy
29/12/2024 15:15:00,"27946,00","28656,00",Italy
29/12/2024 15:00:00,"28127,00","28855,00",Italy
29/12/2024 14:45:00,"28133,00","29048,00",Italy
29/12/2024 14:30:00,"28313,00","29312,00",Italy
29/12/2024 14:15:00,"28346,00","29566,00",Italy
29/12/2024 14:00:00,"28602,00","29890,00",Italy
29/12/2024 13:45:00,"29195,00","30316,00",Italy
29/12/2024 13:30:00,"29860,00","30754,00",Italy
29/12/2024 13:15:00,"30369,00","31214,00",Italy
29/12/2024 13:00:00,"30932,00","31655,00",Italy
29/12/2024 12:45:00,"31430,00","32035,00",Italy
29/12/2024 12:30:00,"31742,00","32317,00",Italy
29/12/2024 12:15:00,"31850,00","32502,00",Italy
29/12/2024 12:00:00,"31949,00","32647,00",Italy
29/12/2024 11:45:00,"31895,00","32689,00",Italy
29/12/2024 11:30:00,"31933,00","32683,00",Italy
29/12/2024 11:15:00,"31850,00","32560,00",Italy
29/12/2024 11:00:00,"31602,00","32311,00",Italy
29/12/2024 10:45:00,"31201,00","31950,00",Italy
29/12/2024 10:30:00,"31149,00","31752,00",Italy
29/12/2024 10:15:00,"30858,00","31525,00",Italy
29/12/2024 10:00:00,"30607,00","31281,00",Italy
29/12/2024 09:45:00,"30247,00","30949,00",Italy
29/12/2024 09:30:00,"29794,00","30487,00",Italy
29/12/2024 09:15:00,"29242,00","29836,00",Italy
29/12/2024 09:00:00,"28628,00","29052,00",Italy
29/12/2024 08:45:00,"27967,00","28207,00",Italy
29/12/2024 08:30:00,"27262,00","27403,00",Italy
29/12/2024 08:15:00,"26536,00","26654,00",Italy
29/12/2024 08:00:00,"25866,00","25987,00",Italy
29/12/2024 07:45:00,"25066,00","25403,00",Italy
29/12/2024 07:30:00,"24691,00","24914,00",Italy
29/12/2024 07:15:00,"24322,00","24469,00",Italy
29/12/2024 07:00:00,"23942,00","24045,00",Italy
29/12/2024 06:45:00,"23435,00","23674,00",Italy
29/12/2024 06:30:00,"23009,00","23207,00",Italy
29/12/2024 06:15:00,"22496,00","22706,00",Italy
29/12/2024 06:00:00,"22035,00","22241,00",Italy
29/12/2024 05:45:00,"21274,00","21813,00",Italy
29/12/2024 05:30:00,"20956,00","21501,00",Italy
29/12/2024 05:15:00,"20712,00","21295,00",Italy
29/12/2024 05:00:00,"20530,00","21150,00",Italy
29/12/2024 04:45:00,"20265,00","21045,00",Italy
29/12/2024 04:30:00,"20179,00","20936,00",Italy
29/12/2024 04:15:00,"20143,00","20821,00",Italy
29/12/2024 04:00:00,"20119,00","20706,00",Italy
29/12/2024 03:45:00,"20119,00","20612,00",Italy
29/12/2024 03:30:00,"20197,00","20571,00",Italy
29/12/2024 03:15:00,"20264,00","20610,00",Italy
29/12/2024 03:00:00,"20413,00","20732,00",Italy
29/12/2024 02:45:00,"20528,00","20890,00",Italy
29/12/2024 02:30:00,"20774,00","21103,00",Italy
29/12/2024 02:15:00,"21005,00","21308,00",Italy
29/12/2024 02:00:00,"21288,00","21592,00",Italy
29/12/2024 01:45:00,"21620,00","21948,00",Italy
29/12/2024 01:30:00,"21934,00","22294,00",Italy
29/12/2024 01:15:00,"22256,00","22657,00",Italy
29/12/2024 01:00:00,"22675,00","23110,00",Italy
29/12/2024 00:45:00,"23175,00","23610,00",Italy
29/12/2024 00:30:00,"23746,00","24152,00",Italy
29/12/2024 00:15:00,"24174,00","24568,00",Italy
29/12/2024 00:00:00,"24727,00","25095,00",Italy
28/12/2024 23:45:00,"25342,00","25634,00",Italy
28/12/2024 23:30:00,"25964,00","26202,00",Italy
28/12/2024 23:15:00,"26620,00","26771,00",Italy
28/12/2024 23:00:00,"27242,00","27429,00",Italy
28/12/2024 22:45:00,"27947,00","28147,00",Italy
28/12/2024 22:30:00,"28691,00","28877,00",Italy
28/12/2024 22:15:00,"29334,00","29540,00",Italy
28/12/2024 22:00:00,"29950,00","30211,00",Italy
28/12/2024 21:45:00,"30616,00","30850,00",Italy
28/12/2024 21:30:00,"31269,00","31437,00",Italy
28/12/2024 21:15:00,"31790,00","32006,00",Italy
28/12/2024 21:00:00,"32556,00","32655,00",Italy
28/12/2024 20:45:00,"33446,00","33303,00",Italy
28/12/2024 20:30:00,"34112,00","33881,00",Italy
28/12/2024 20:15:00,"34744,00","34464,00",Italy
28/12/2024 20:00:00,"35435,00","34998,00",Italy
28/12/2024 19:45:00,"35729,00","35347,00",Italy
28/12/2024 19:30:00,"36020,00","35609,00",Italy
28/12/2024 19:15:00,"36328,00","35699,00",Italy
28/12/2024 19:00:00,"36374,00","35663,00",Italy
28/12/2024 18:45:00,"36329,00","35533,00",Italy
28/12/2024 18:30:00,"36065,00","35361,00",Italy
28/12/2024 18:15:00,"35691,00","35183,00",Italy
28/12/2024 18:00:00,"35657,00","34978,00",Italy
28/12/2024 17:45:00,"35384,00","34657,00",Italy
28/12/2024 17:30:00,"34987,00","34187,00",Italy
28/12/2024 17:15:00,"34553,00","33526,00",Italy
28/12/2024 17:00:00,"34010,00","32728,00",Italy
28/12/2024 16:45:00,"32846,00","31943,00",Italy
28/12/2024 16:30:00,"31680,00","31194,00",Italy
28/12/2024 16:15:00,"31145,00","30729,00",Italy
28/12/2024 16:00:00,"30896,00","30391,00",Italy
28/12/2024 15:45:00,"30268,00","30155,00",Italy
28/12/2024 15:30:00,"30015,00","30069,00",Italy
28/12/2024 15:15:00,"30039,00","30148,00",Italy
28/12/2024 15:00:00,"30201,00","30290,00",Italy
28/12/2024 14:45:00,"30328,00","30438,00",Italy
28/12/2024 14:30:00,"30563,00","30635,00",Italy
28/12/2024 14:15:00,"30586,00","30816,00",Italy
28/12/2024 14:00:00,"30638,00","31069,00",Italy
28/12/2024 13:45:00,"31072,00","31451,00",Italy
28/12/2024 13:30:00,"31691,00","31902,00",Italy
28/12/2024 13:15:00,"32087,00","32378,00",Italy
28/12/2024 13:00:00,"32535,00","32819,00",Italy
28/12/2024 12:45:00,"32994,00","33181,00",Italy
28/12/2024 12:30:00,"33199,00","33495,00",Italy
28/12/2024 12:15:00,"33401,00","33737,00",Italy
28/12/2024 12:00:00,"33593,00","33949,00",Italy
28/12/2024 11:45:00,"33619,00","34065,00",Italy
28/12/2024 11:30:00,"33814,00","34202,00",Italy
28/12/2024 11:15:00,"33851,00","34240,00",Italy
28/12/2024 11:00:00,"33646,00","34169,00",Italy
28/12/2024 10:45:00,"33270,00","33990,00",Italy
28/12/2024 10:30:00,"33480,00","33993,00",Italy
28/12/2024 10:15:00,"33322,00","33849,00",Italy
28/12/2024 10:00:00,"33291,00","33743,00",Italy
28/12/2024 09:45:00,"33265,00","33536,00",Italy
28/12/2024 09:30:00,"33139,00","33203,00",Italy
28/12/2024 09:15:00,"32869,00","32646,00",Italy
28/12/2024 09:00:00,"32389,00","31985,00",Italy
28/12/2024 08:45:00,"31475,00","31188,00",Italy
28/12/2024 08:30:00,"30755,00","30377,00",Italy
28/12/2024 08:15:00,"29945,00","29599,00",Italy
28/12/2024 08:00:00,"29133,00","28807,00",Italy
28/12/2024 07:45:00,"27890,00","27981,00",Italy
28/12/2024 07:30:00,"27345,00","27275,00",Italy
28/12/2024 07:15:00,"26824,00","26567,00",Italy
28/12/2024 07:00:00,"26263,00","25857,00",Italy
28/12/2024 06:45:00,"25366,00","25112,00",Italy
28/12/2024 06:30:00,"24792,00","24386,00",Italy
28/12/2024 06:15:00,"24258,00","23708,00",Italy
28/12/2024 06:00:00,"23547,00","23001,00",Italy
28/12/2024 05:45:00,"22564,00","22379,00",Italy
28/12/2024 05:30:00,"22160,00","21910,00",Italy
28/12/2024 05:15:00,"21754,00","21541,00",Italy
28/12/2024 05:00:00,"21495,00","21256,00",Italy
28/12/2024 04:45:00,"21009,00","21042,00",Italy
28/12/2024 04:30:00,"20847,00","20921,00",Italy
28/12/2024 04:15:00,"20732,00","20865,00",Italy
28/12/2024 04:00:00,"20690,00","20853,00",Italy
28/12/2024 03:45:00,"20576,00","20860,00",Italy
28/12/2024 03:30:00,"20609,00","20906,00",Italy
28/12/2024 03:15:00,"20687,00","20976,00",Italy
28/12/2024 03:00:00,"20815,00","21096,00",Italy
28/12/2024 02:45:00,"20837,00","21192,00",Italy
28/12/2024 02:30:00,"20988,00","21336,00",Italy
28/12/2024 02:15:00,"21148,00","21512,00",Italy
28/12/2024 02:00:00,"21370,00","21749,00",Italy
28/12/2024 01:45:00,"21593,00","22027,00",Italy
28/12/2024 01:30:00,"21878,00","22377,00",Italy
28/12/2024 01:15:00,"22193,00","22773,00",Italy
28/12/2024 01:00:00,"22611,00","23295,00",Italy
28/12/2024 00:45:00,"23154,00","23855,00",Italy
28/12/2024 00:30:00,"23637,00","24398,00",Italy
28/12/2024 00:15:00,"24233,00","24955,00",Italy
28/12/2024 00:00:00,"24766,00","25509,00",Italy
27/12/2024 23:45:00,"25574,00","26121,00",Italy
27/12/2024 23:30:00,"26308,00","26748,00",Italy
27/12/2024 23:15:00,"26997,00","27396,00",Italy
27/12/2024 23:00:00,"27788,00","28186,00",Italy
27/12/2024 22:45:00,"28628,00","29052,00",Italy
27/12/2024 22:30:00,"29372,00","29883,00",Italy
27/12/2024 22:15:00,"30067,00","30649,00",Italy
27/12/2024 22:00:00,"30815,00","31521,00",Italy
27/12/2024 21:45:00,"31861,00","32324,00",Italy
27/12/2024 21:30:00,"32663,00","33131,00",Italy
27/12/2024 21:15:00,"33287,00","33837,00",Italy
27/12/2024 21:00:00,"34026,00","34547,00",Italy
27/12/2024 20:45:00,"34825,00","35152,00",Italy
27/12/2024 20:30:00,"35465,00","35808,00",Italy
27/12/2024 20:15:00,"36006,00","36396,00",Italy
27/12/2024 20:00:00,"36638,00","36944,00",Italy
27/12/2024 19:45:00,"37221,00","37350,00",Italy
27/12/2024 19:30:00,"37694,00","37685,00",Italy
27/12/2024 19:15:00,"37978,00","37911,00",Italy
27/12/2024 19:00:00,"38298,00","38148,00",Italy
27/12/2024 18:45:00,"38462,00","38290,00",Italy
27/12/2024 18:30:00,"38357,00","38335,00",Italy
27/12/2024 18:15:00,"38261,00","38349,00",Italy
27/12/2024 18:00:00,"38229,00","38276,00",Italy
27/12/2024 17:45:00,"37914,00","37986,00",Italy
27/12/2024 17:30:00,"37750,00","37677,00",Italy
27/12/2024 17:15:00,"37571,00","37236,00",Italy
27/12/2024 17:00:00,"37126,00","36657,00",Italy
27/12/2024 16:45:00,"36290,00","36013,00",Italy
27/12/2024 16:30:00,"35303,00","35383,00",Italy
27/12/2024 16:15:00,"34687,00","34917,00",Italy
27/12/2024 16:00:00,"34463,00","34630,00",Italy
27/12/2024 15:45:00,"34016,00","34495,00",Italy
27/12/2024 15:30:00,"33877,00","34342,00",Italy
27/12/2024 15:15:00,"33826,00","34200,00",Italy
27/12/2024 15:00:00,"34021,00","34155,00",Italy
27/12/2024 14:45:00,"34094,00","34138,00",Italy
27/12/2024 14:30:00,"34305,00","34262,00",Italy
27/12/2024 14:15:00,"34334,00","34473,00",Italy
27/12/2024 14:00:00,"34419,00","34776,00",Italy
27/12/2024 13:45:00,"34756,00","35194,00",Italy
27/12/2024 13:30:00,"35104,00","35594,00",Italy
27/12/2024 13:15:00,"35422,00","35950,00",Italy
27/12/2024 13:00:00,"35755,00","36248,00",Italy
27/12/2024 12:45:00,"36357,00","36621,00",Italy
27/12/2024 12:30:00,"36760,00","36960,00",Italy
27/12/2024 12:15:00,"37045,00","37273,00",Italy
27/12/2024 12:00:00,"37273,00","37562,00",Italy
27/12/2024 11:45:00,"37274,00","37796,00",Italy
27/12/2024 11:30:00,"37287,00","38051,00",Italy
27/12/2024 11:15:00,"37361,00","38204,00",Italy
27/12/2024 11:00:00,"37219,00","38193,00",Italy
27/12/2024 10:45:00,"36894,00","38068,00",Italy
27/12/2024 10:30:00,"36972,00","38020,00",Italy
27/12/2024 10:15:00,"36914,00","37952,00",Italy
27/12/2024 10:00:00,"36749,00","37824,00",Italy
27/12/2024 09:45:00,"36673,00","37605,00",Italy
27/12/2024 09:30:00,"36480,00","37210,00",Italy
27/12/2024 09:15:00,"36013,00","36542,00",Italy
27/12/2024 09:00:00,"35504,00","35792,00",Italy
27/12/2024 08:45:00,"34717,00","34898,00",Italy
27/12/2024 08:30:00,"33969,00","34003,00",Italy
27/12/2024 08:15:00,"33110,00","33112,00",Italy
27/12/2024 08:00:00,"32120,00","32154,00",Italy
27/12/2024 07:45:00,"30969,00","31194,00",Italy
27/12/2024 07:30:00,"30264,00","30254,00",Italy
27/12/2024 07:15:00,"29521,00","29264,00",Italy
27/12/2024 07:00:00,"28486,00","28107,00",Italy
27/12/2024 06:45:00,"26949,00","26901,00",Italy
27/12/2024 06:30:00,"25983,00","25749,00",Italy
27/12/2024 06:15:00,"25161,00","24708,00",Italy
27/12/2024 06:00:00,"24325,00","23747,00",Italy
27/12/2024 05:45:00,"22975,00","22840,00",Italy
27/12/2024 05:30:00,"22237,00","22090,00",Italy
27/12/2024 05:15:00,"21730,00","21537,00",Italy
27/12/2024 05:00:00,"21337,00","21124,00",Italy
27/12/2024 04:45:00,"20684,00","20751,00",Italy
27/12/2024 04:30:00,"20486,00","20547,00",Italy
27/12/2024 04:15:00,"20334,00","20409,00",Italy
27/12/2024 04:00:00,"20219,00","20325,00",Italy
27/12/2024 03:45:00,"19964,00","20249,00",Italy
27/12/2024 03:30:00,"20007,00","20285,00",Italy
27/12/2024 03:15:00,"20027,00","20319,00",Italy
27/12/2024 03:00:00,"20116,00","20395,00",Italy
27/12/2024 02:45:00,"20188,00","20505,00",Italy
27/12/2024 02:30:00,"20334,00","20624,00",Italy
27/12/2024 02:15:00,"20471,00","20743,00",Italy
27/12/2024 02:00:00,"20686,00","20918,00",Italy
27/12/2024 01:45:00,"20788,00","21086,00",Italy
27/12/2024 01:30:00,"21017,00","21368,00",Italy
27/12/2024 01:15:00,"21284,00","21733,00",Italy
27/12/2024 01:00:00,"21724,00","22272,00",Italy
27/12/2024 00:45:00,"22160,00","22819,00",Italy
27/12/2024 00:30:00,"22710,00","23395,00",Italy
27/12/2024 00:15:00,"23197,00","23917,00",Italy
27/12/2024 00:00:00,"23825,00","24276,00",Italy
26/12/2024 23:45:00,"24561,00","24838,00",Italy
26/12/2024 23:30:00,"25178,00","25380,00",Italy
26/12/2024 23:15:00,"25805,00","25985,00",Italy
26/12/2024 23:00:00,"26548,00","26749,00",Italy
26/12/2024 22:45:00,"27242,00","27504,00",Italy
26/12/2024 22:30:00,"27875,00","28192,00",Italy
26/12/2024 22:15:00,"28423,00","28791,00",Italy
26/12/2024 22:00:00,"29128,00","29410,00",Italy
26/12/2024 21:45:00,"29686,00","29876,00",Italy
26/12/2024 21:30:00,"30178,00","30387,00",Italy
26/12/2024 21:15:00,"30645,00","30865,00",Italy
26/12/2024 21:00:00,"31084,00","31297,00",Italy
26/12/2024 20:45:00,"31518,00","31670,00",Italy
26/12/2024 20:30:00,"31831,00","32054,00",Italy
26/12/2024 20:15:00,"32129,00","32382,00",Italy
26/12/2024 20:00:00,"32384,00","32643,00",Italy
26/12/2024 19:45:00,"32624,00","32796,00",Italy
